Loci	Mean_rho	Median	L95	U95
738	0.07153	0.07488	0.00135	0.17309
739	0.07142	0.07488	0.00084	0.17309
740	0.07146	0.07488	0.00095	0.17309
741	0.07152	0.07488	0.00095	0.17309
742	0.07171	0.07526	0.00124	0.17309
743	0	0	0	0
744	0.07213	0.07638	0.00118	0.17309
745	0.07653	0.07664	0.00118	0.17649
746	0.09213	0.07828	0.00118	0.20612
747	0.10383	0.07912	0.00068	0.29957
748	0.10383	0.07912	0.00068	0.29957
749	0	0	0	0
750	0.10384	0.07912	0.0011	0.29957
751	0.10383	0.07912	0.00087	0.29957
752	0.10383	0.07912	0.00087	0.29957
753	0.10444	0.07912	0.00112	0.29957
754	0.10413	0.07912	0.00112	0.29957
755	0.10382	0.07908	0.00123	0.29957
756	0.10401	0.07908	0.00208	0.29957
757	0.10371	0.07908	0.00098	0.29957
758	0.10402	0.07908	0.00103	0.29957
759	0.10413	0.07908	0.00209	0.29957
760	0.10401	0.07908	0.00167	0.29957
761	0.10397	0.07908	0.00167	0.29957
762	0.10392	0.07908	0.00163	0.29957
763	0.10392	0.07908	0.00163	0.29957
764	0.10362	0.07908	0.00163	0.29957
765	0.10331	0.0786	0.00163	0.29957
766	0.10341	0.0786	0.00144	0.29957
767	0.10338	0.0786	0.00144	0.29957
768	0.10312	0.07828	0.0014	0.29957
769	0.10313	0.07828	0.00082	0.29957
770	0.10341	0.07828	0.00237	0.29957
771	0.10378	0.07828	0.00367	0.29957
772	0.11567	0.0786	0.00367	0.76505
773	0.12249	0.07908	0.00102	1.0462
774	0.13125	0.07912	0.00096	1.04825
775	0.13124	0.07912	0.00102	1.04825
776	0.1322	0.07941	0.00311	1.04825
777	0.13282	0.08065	0.00377	1.04825
778	0.13324	0.08108	0.00139	1.04825
779	0.13267	0.08108	0.00076	1.04825
780	0.13314	0.08108	0.00086	1.04825
781	0.13303	0.08108	0.00086	1.04825
782	0.13377	0.08108	0.00309	1.04825
783	0.1336	0.08108	0.00139	1.04825
784	0.13353	0.08108	0.00045	1.04825
785	0.12835	0.08108	0.00139	1.04673
786	0.10924	0.07908	0.00367	0.38848
787	0.09108	0.07806	0.00116	0.16823
788	0.07284	0.0768	0.00205	0.15065
789	0.07114	0.07664	0.00246	0.14845
790	0.06946	0.07664	0.00139	0.14752
791	0	0	0	0
792	0	0	0	0
793	0	0	0	0
794	0	0	0	0
795	0	0	0	0
796	0	0	0	0
797	0	0	0	0
798	0	0	0	0
799	0.06897	0.07664	0.00155	0.14685
800	0.06897	0.07664	0.00155	0.14685
801	0	0	0	0
802	0.06904	0.07664	0.00192	0.14685
803	0.06902	0.07664	0.00131	0.14685
804	0.06887	0.07664	0.00076	0.14685
805	0.06886	0.07664	0.00073	0.14685
806	0.06999	0.07736	0.00308	0.14752
807	0.07149	0.0786	0.00139	0.1498
808	0.07225	0.07908	0.00302	0.15065
809	0.07699	0.08267	0.00329	0.16205
810	0.07948	0.08425	0.00329	0.19054
811	0.07971	0.08443	0.00195	0.19054
812	0	0	0	0
813	0.08094	0.08505	0.00523	0.19054
814	0.08363	0.08751	0.00069	0.20715
815	0.08511	0.08793	0.00077	0.20715
816	0.08518	0.08808	0.00139	0.20715
817	0.08473	0.08808	0.00124	0.20715
818	0.08476	0.08808	0.00124	0.20715
819	0.0906	0.08835	0.00137	0.24741
820	0.10338	0.0906	0.00137	0.3841
821	0.10526	0.09089	0.00137	0.3841
822	0.10791	0.09235	0.00073	0.42909
823	0.10788	0.09235	0.00108	0.42909
824	0.10812	0.09235	0.00115	0.42909
825	0.10811	0.09235	0.00115	0.42909
826	0.10186	0.09079	0.00065	0.36884
827	0.0978	0.0906	3e-04	0.34494
828	0.09649	0.0906	0.00146	0.33787
829	0	0	0	0
830	0	0	0	0
831	0.09285	0.0906	0.00146	0.30222
832	0.0912	0.09016	0.00168	0.27377
833	0.08975	0.09016	0.00168	0.26006
834	0.08975	0.09016	0.00168	0.26006
835	0.08963	0.09016	0.00102	0.26006
836	0.08963	0.09016	0.00102	0.26006
837	0.09208	0.09016	0.00395	0.26006
838	0.0896	0.09016	0.00103	0.26006
839	0.0892	0.09016	0.00195	0.24741
840	0.09032	0.09016	0.00315	0.26006
841	0.08953	0.09016	0.00124	0.26006
842	0.08969	0.09016	0.00124	0.26006
843	0.08741	0.08991	0.00331	0.22549
844	0.08612	0.08977	0.00143	0.20715
845	0.08547	0.08943	0.00188	0.20649
846	0.08547	0.08943	0.00188	0.20649
847	0.08548	0.08943	0.00188	0.20649
848	0.08673	0.08943	0.00188	0.20649
849	0.08678	0.08943	0.00188	0.20649
850	0.08651	0.08943	0.00188	0.20649
851	0.08424	0.08858	0.00188	0.20571
852	0.08284	0.08826	0.00061	0.20522
853	0.08157	0.08793	0.00097	0.2022
854	0.07864	0.08752	0.00035	0.16734
855	0.07807	0.08735	0.00068	0.16734
856	0.07747	0.08727	0.00047	0.16734
857	0.07669	0.08499	0.00066	0.16447
858	0.07243	0.08178	0.0011	0.15854
859	0.06886	0.07908	0.00061	0.1498
860	0	0	0	0
861	0	0	0	0
862	0	0	0	0
863	0.06668	0.07806	0.00055	0.14889
864	0.06405	0.07326	0.00046	0.14343
865	0.06283	0.07261	0.00046	0.14238
866	0.06248	0.07261	0.00046	0.14238
867	0.06218	0.07256	0.00046	0.14238
868	0.06023	0.07211	0.00031	0.14222
869	0.05923	0.0713	0.00031	0.14222
870	0.05877	0.07127	0.00029	0.14222
871	0.0563	0.06921	0.00029	0.1409
872	0.05203	0.05696	0.00027	0.13661
873	0.05	0.02887	0.00027	0.1409
874	0.04952	0.02012	0.00026	0.1409
875	0.04838	0.0131	0.00026	0.1409
876	0.04827	0.00942	0.00026	0.1409
877	0.04823	0.00942	0.00026	0.1409
878	0.0493	0.01289	0.00026	0.1409
879	0.04935	0.01289	0.00026	0.1409
880	0.04935	0.01289	0.00026	0.1409
881	0.04934	0.01289	0.00026	0.1409
882	0.05108	0.01065	0.00026	0.14222
883	0.04721	0.0087	0.00026	0.1409
884	0.04685	0.00575	0.00026	0.1409
885	0.04557	0.00438	0.00026	0.13661
886	0.04271	0.00356	0.00024	0.13661
887	0.04024	0.00331	0.00024	0.12949
888	0.0399	0.00415	0.00024	0.12703
889	0.03725	0.00415	0.00024	0.12703
890	0.03629	0.00415	0.00024	0.12574
891	0	0	0	0
892	0	0	0	0
893	0.03448	0.00398	0.00024	0.12574
894	0.03511	0.00398	0.00024	0.12703
895	0.03514	0.00398	0.00024	0.12703
896	0.03513	0.00401	0.00024	0.12703
897	0.03513	0.00401	0.00024	0.12703
898	0.03445	0.00356	0.00024	0.12703
899	0.03344	0.00331	0.00024	0.12703
900	0.03216	0.00344	0.00024	0.12703
901	0.0315	0.0036	0.00024	0.12703
902	0	0	0	0
903	0	0	0	0
904	0	0	0	0
905	0	0	0	0
906	0	0	0	0
907	0	0	0	0
908	0	0	0	0
909	0	0	0	0
910	0.03064	0.00321	0.00024	0.12703
911	0.03064	0.00321	0.00024	0.12703
912	0.03064	0.00321	0.00024	0.12703
913	0.03062	0.00321	0.00024	0.12703
914	0.03052	0.00296	0.00017	0.12703
915	0.03052	0.00304	7e-05	0.12703
916	0.03006	0.00189	7e-05	0.12703
917	0.03009	0.00199	0.00024	0.12703
918	0.03022	0.00227	0.00024	0.12703
919	0.02932	0.00227	0.00024	0.12703
920	0.02837	0.00215	0.00024	0.12703
921	0.02681	0.00213	0.00023	0.12405
922	0.02461	0.0021	0.00023	0.12405
923	0.0232	0.0021	0.00023	0.12405
924	0.02177	0.00178	0.00023	0.12087
925	0.02124	0.00173	0.00023	0.12087
926	0.02064	0.00172	0.00023	0.11557
927	0.01913	0.00171	0.00023	0.10562
928	0.01658	0.00163	0.00019	0.09678
929	0.01397	0.00147	0.00017	0.09634
930	0.01279	0.00161	0.00016	0.09572
931	0.01316	0.00245	0.00016	0.09572
932	0.01209	0.00131	0.00016	0.09572
933	0.01216	0.00168	0.00016	0.09572
934	0.01219	0.00184	0.00016	0.09572
935	0.01193	0.002	0.00016	0.09572
936	0.01127	0.00199	0.00016	0.09572
937	0	0	0	0
938	0	0	0	0
939	0	0	0	0
940	0	0	0	0
941	0.00963	0.00195	0.00016	0.09427
942	0.00874	0.00178	0.00015	0.09409
943	0.00688	0.00145	0.00015	0.07912
944	0.00647	0.00178	0.00014	0.07912
945	0.00525	0.00158	0.00014	0.071
946	0.00524	0.00155	0.00014	0.071
947	0.00504	0.00154	0.00014	0.0642
948	0.00516	0.00155	0.00014	0.0642
949	0.00472	0.00166	0.00014	0.05151
950	0.00477	0.00184	0.00014	0.02594
951	0.00485	0.00213	0.00014	0.02594
952	0.0037	0.00197	0.00014	0.0159
953	0.00351	0.00198	0.00014	0.01512
954	0.00342	0.00155	0.00014	0.01512
955	0.0034	0.00139	0.00014	0.01512
956	0.00373	0.00209	0.00014	0.01512
957	0.00349	0.00207	0.00014	0.01512
958	0.00343	0.00178	0.00014	0.01512
959	0.00348	0.00207	0.00014	0.01512
960	0.00368	0.00209	0.00014	0.01512
961	0.00381	0.00209	0.00014	0.01512
962	0.00345	0.00173	0.00014	0.01512
963	0.00346	0.00173	0.00014	0.01512
964	0.00335	0.00149	0.00014	0.01512
965	0.0032	0.00152	0.00014	0.01512
966	0.0031	0.00154	0.00014	0.01512
967	0.00255	0.00154	0.00014	0.00992
968	0.00245	0.002	0.00014	0.00727
969	0.00214	0.00145	0.00014	0.00704
970	0.00213	0.00142	0.00014	0.00704
971	0.00259	0.002	0.00014	0.00704
972	0.00259	0.002	0.00014	0.00704
973	0.00228	0.00145	0.00014	0.00704
974	0.00225	0.00155	0.00014	0.00704
975	0.00218	0.00154	0.00014	0.00704
976	0.00217	0.00154	0.00014	0.00704
977	0.00217	0.00154	0.00014	0.00704
978	0.00217	0.00153	0.00014	0.00704
979	0.00225	0.00193	0.00014	0.00704
980	0.00225	0.00193	0.00014	0.00704
981	0.00215	0.00149	0.00014	0.00704
982	0.00219	0.00187	0.00014	0.00704
983	0.00225	0.0016	0.00014	0.00704
984	0.00248	0.002	0.00014	0.00704
985	0.00248	0.002	0.00014	0.00704
986	0	0	0	0
987	0.00214	0.00138	0.00014	0.00704
988	0.00202	0.00138	0.00014	0.00704
989	0.00203	0.00138	0.00014	0.00704
990	0.00202	0.00135	0.00014	0.00704
991	0.00202	0.00135	0.00014	0.00704
992	0.00261	0.002	0.00014	0.0094
993	0.00266	0.00211	0.00014	0.00973
994	0.00273	0.00211	0.00014	0.00973
995	0.00315	0.00211	0.00014	0.0094
996	0.00314	0.00211	0.00014	0.00869
997	0.0044	0.00211	0.00014	0.01638
998	0	0	0	0
999	0	0	0	0
1000	0	0	0	0
1001	0	0	0	0
1002	0	0	0	0
1003	0	0	0	0
1004	0	0	0	0
1005	0	0	0	0
1006	0	0	0	0
1007	0	0	0	0
1008	0	0	0	0
1009	0	0	0	0
1010	0	0	0	0
1011	0	0	0	0
1012	0	0	0	0
1013	0	0	0	0
1014	0.00243	0.00211	0.00014	0.00704
1015	0.00241	0.00149	0.00014	0.00704
1016	0	0	0	0
1017	0	0	0	0
1018	0	0	0	0
1019	0	0	0	0
1020	0.00272	0.00211	0.00014	0.0083
1021	0.00248	0.0015	0.00014	0.0083
1022	0.00254	0.00173	0.00014	0.0083
1023	0	0	0	0
1024	0.00269	0.00209	0.00014	0.0083
1025	0.00268	0.00183	0.00014	0.0083
1026	0.00262	0.00168	0.00014	0.0083
1027	0.00228	0.00139	0.00014	0.00808
1028	0.00232	0.00194	0.00014	0.00808
1029	0.00232	0.00194	0.00014	0.00808
1030	0.00232	0.00194	0.00014	0.00808
1031	0.00238	0.00174	0.00014	0.00808
1032	0.00253	0.00205	0.00014	0.00808
1033	0.00242	0.00171	0.00014	0.00808
1034	0.00243	0.00171	0.00014	0.00808
1035	0	0	0	0
1036	0.00243	0.00171	0.00014	0.00808
1037	0.00241	0.00171	0.00014	0.00808
1038	0.00264	0.00211	0.00014	0.00831
1039	0.00247	0.00174	0.00014	0.00808
1040	0.00232	0.00149	0.00014	0.00808
1041	0.00246	0.0013	0.00014	0.00972
1042	0.00249	0.00144	0.00014	0.00972
1043	0.00339	0.00187	0.00014	0.01565
1044	0.00425	0.00172	0.00014	0.034
1045	0.00524	0.00211	0.00014	0.034
1046	0.00479	0.00211	0.00014	0.034
1047	0.00307	0.00211	0.00014	0.01072
1048	0	0	0	0
1049	0.00214	0.00128	0.00014	0.00808
1050	0.00214	0.00128	0.00014	0.00808
1051	0.00238	0.00152	0.00014	0.00808
1052	0	0	0	0
1053	0	0	0	0
1054	0.00247	0.00178	0.00014	0.00808
1055	0.0023	0.00178	0.00014	0.00704
1056	0.00225	0.00158	0.00014	0.00704
1057	0	0	0	0
1058	0.00242	0.00211	0.00014	0.00704
1059	0.00211	0.00142	0.00014	0.00808
1060	0.00224	0.00199	0.00014	0.00808
1061	0.00241	0.00207	0.00014	0.0067
1062	0.00205	0.00148	0.00014	0.0067
1063	0.00205	0.00148	0.00014	0.0067
1064	0	0	0	0
1065	0.00208	0.00145	0.00014	0.0067
1066	0.0022	0.00188	0.00014	0.0067
1067	0	0	0	0
1068	0.00215	0.00178	0.00014	0.0067
1069	0.00338	0.002	0.00014	0.01795
1070	0.0036	0.002	0.00014	0.01795
1071	0.0036	0.002	0.00014	0.01795
1072	0.00409	0.00209	0.00014	0.01795
1073	0.00221	0.00173	0.00014	0.0067
1074	0.00198	0.00132	0.00014	0.0067
1075	0.00206	0.00132	0.00014	0.0067
1076	0.00204	0.00132	0.00014	0.0067
1077	0.00203	0.00136	0.00014	0.0067
1078	0.00204	0.00136	0.00014	0.0067
1079	0.00215	0.00177	0.00014	0.0067
1080	0.00215	0.00177	0.00014	0.0067
1081	0.00215	0.00177	0.00014	0.0067
1082	0.00215	0.00177	0.00014	0.0067
1083	0.00227	0.00189	0.00014	0.0067
1084	0.00241	0.00189	0.00014	0.00712
1085	0.00228	0.00189	0.00014	0.0067
1086	0.00228	0.00189	0.00014	0.0067
1087	0.00226	0.00189	0.00014	0.0067
1088	0.00226	0.00189	0.00014	0.0067
1089	0.00218	0.00181	0.00014	0.0067
1090	0.00193	0.00122	0.00014	0.0067
1091	0.0023	0.00158	0.00014	0.0067
1092	0.00241	0.00181	0.00014	0.0067
1093	0.00277	0.00194	0.00014	0.00761
1094	0.00213	0.00181	0.00014	0.0067
1095	0.00213	0.00181	0.00014	0.0067
1096	0	0	0	0
1097	0.00212	0.00174	0.00014	0.0067
1098	0	0	0	0
1099	0	0	0	0
1100	0.00208	0.00152	0.00014	0.0067
1101	0.00249	0.00203	0.00014	0.00704
1102	0.00218	0.00188	0.00014	0.00704
1103	0.00218	0.00188	0.00014	0.00704
1104	0.00213	0.00145	0.00014	0.00704
1105	0.00264	0.00166	0.00014	0.00952
1106	0.00232	0.00149	0.00014	0.00952
1107	0.0021	0.00145	0.00014	0.00704
1108	0.00211	0.00145	0.00014	0.00704
1109	0.00211	0.00145	0.00014	0.00704
1110	0.00209	0.00145	0.00014	0.00704
1111	0.00199	0.00145	3e-05	0.00704
1112	0.00223	0.00168	0.00011	0.00704
1113	0.00247	0.002	0.00014	0.00704
1114	0.0021	0.00145	0.00014	0.00704
1115	0.00206	0.00132	0.00014	0.00704
1116	0.00206	0.00132	0.00014	0.00704
1117	0.00218	0.00173	0.00014	0.00704
1118	0.00233	0.00203	0.00014	0.00704
1119	0.00219	0.00181	0.00014	0.00704
1120	0.00219	0.00181	0.00014	0.00704
1121	0.00205	0.00139	0.00014	0.00704
1122	0.0022	0.00191	0.00014	0.00704
1123	0.00214	0.00181	0.00014	0.00704
1124	0.00214	0.0016	0.00014	0.00704
1125	0.00226	0.00191	0.00014	0.00704
1126	0.00217	0.00181	0.00014	0.00704
1127	0.00222	0.00191	0.00014	0.00704
1128	0.00209	0.00154	0.00014	0.00704
1129	0.00204	0.00135	0.00014	0.00704
1130	0.00222	0.00158	0.00014	0.00704
1131	0.00224	0.00174	0.00014	0.00704
1132	0.00224	0.00174	0.00014	0.00704
1133	0.00221	0.00154	0.00014	0.00704
1134	0.00209	0.00146	0.00014	0.00704
1135	0.00209	0.00146	0.00014	0.00704
1136	0.0021	0.00147	0.00014	0.00704
1137	0.0021	0.00147	0.00014	0.00704
1138	0.00209	0.00146	0.00014	0.00704
1139	0.00223	0.00171	0.00014	0.00704
1140	0.00213	0.00158	0.00014	0.00704
1141	0.00212	0.00158	0.00014	0.00704
1142	0.0021	0.00158	0.00014	0.00704
1143	0.00211	0.00158	0.00014	0.00704
1144	0.00213	0.00158	0.00014	0.00727
1145	0.00216	0.00158	0.00014	0.00727
1146	0.00215	0.00145	0.00014	0.00727
1147	0.0024	0.00189	0.00014	0.00727
1148	0.00249	0.00173	0.00014	0.00808
1149	0.00235	0.00149	0.00014	0.00808
1150	0.00509	0.00149	0.00014	0.06154
1151	0.00741	0.00152	0.00014	0.07386
1152	0.01136	0.00168	0.00016	0.08507
1153	0.02002	0.00154	0.00017	0.12638
1154	0.02502	0.00314	0.00017	0.1306
1155	0.02604	0.00382	0.00019	0.1306
1156	0.02606	0.00392	0.00019	0.1306
1157	0.0263	0.00447	0.00019	0.1306
1158	0.0263	0.00447	0.00019	0.1306
1159	0.02639	0.00448	0.00019	0.1306
1160	0.02516	0.00259	0.00019	0.1306
1161	0.02493	0.00209	0.00019	0.1306
1162	0.025	0.00257	0.00019	0.12638
1163	0.02489	0.00208	0.00019	0.12638
1164	0.02517	0.00305	0.00019	0.12638
1165	0.02517	0.00305	0.00019	0.12638
1166	0.02515	0.0029	0.00019	0.12638
1167	0.02513	0.0029	0.00019	0.12638
1168	0.02513	0.0029	0.00019	0.12638
1169	0.02509	0.0029	0.00019	0.12638
1170	0.02502	0.00246	0.00019	0.12638
1171	0.02493	0.00224	0.00019	0.12638
1172	0.0248	0.00224	0.00019	0.12638
1173	0.02486	0.00239	0.00019	0.12638
1174	0.02497	0.00249	0.00019	0.12638
1175	0.02497	0.00249	0.00019	0.12638
1176	0.02497	0.00249	0.00019	0.12638
1177	0.02515	0.00293	0.00019	0.12638
1178	0.0251	0.00293	0.00019	0.12638
1179	0.02493	0.00269	0.00019	0.12638
1180	0.04158	0.00271	0.00019	0.1309
1181	0.07273	0.00294	0.00019	0.25363
1182	0.09732	0.00373	0.00019	0.46079
1183	0.147	0.00272	0.00019	2.38038
1184	0.15964	0.00274	0.00019	2.45936
1185	0.17206	0.00368	0.00019	2.65943
1186	0.208	0.00368	0.00019	2.68209
1187	0.2162	0.00373	0.00019	2.68209
1188	0.25276	0.00448	0.00019	3.00005
1189	0.28212	0.00529	0.00019	3.00005
1190	0.36133	0.00418	0.00019	3.18186
1191	0.46666	0.00429	0.00019	3.89093
1192	0.63526	0.02974	0.00019	3.94099
1193	0.7102	0.05576	0.00019	3.94709
1194	0.72197	0.05576	0.00019	3.94709
1195	0.72394	0.05576	0.00019	3.94709
1196	0	0	0	0
1197	0.72377	0.05576	0.00019	3.94709
1198	0	0	0	0
1199	0.72377	0.05576	0.00017	3.94709
1200	0.72397	0.05576	0.00017	3.94709
1201	0.72407	0.05576	0.00017	3.94709
1202	0.75377	0.05576	0.00019	4.02851
1203	0.7759	0.05576	0.00019	4.02851
1204	0.77577	0.05576	0.00019	4.02851
1205	0.78426	0.05576	0.00019	4.09638
1206	0	0	0	0
1207	0.80775	0.05576	0.00019	4.17902
1208	0.63167	0.03902	0.00019	4.09638
1209	0.43107	0.01938	0.00019	3.89093
1210	0	0	0	0
1211	0.02895	0.01274	0.00019	0.08418
1212	0	0	0	0
1213	0.02895	0.01274	0.00019	0.08418
1214	0.02895	0.01274	0.00019	0.08418
1215	0.0291	0.01274	0.00019	0.08418
1216	0.02898	0.01069	0.00019	0.08418
1217	0	0	0	0
1218	0.029	0.01069	0.00019	0.08418
1219	0.029	0.01069	0.00019	0.08418
1220	0.02901	0.01069	0.00019	0.08418
1221	0.02863	0.01069	0.00019	0.08418
1222	0.02871	0.01069	0.00019	0.08418
1223	0.02869	0.01069	0.00019	0.08418
1224	0	0	0	0
1225	0.02873	0.01069	0.00019	0.08418
1226	0.02891	0.01069	0.00019	0.08418
1227	0	0	0	0
1228	0.02906	0.01069	0.00019	0.08507
1229	0.02912	0.01069	0.00019	0.08507
1230	0.02925	0.01069	0.00019	0.08507
1231	0.02935	0.01069	0.00019	0.08507
1232	0.02925	0.01069	0.00019	0.08507
1233	0.02896	0.01069	0.00019	0.08418
1234	0.02886	0.01127	0.00019	0.08028
1235	0.02928	0.01274	0.00019	0.08028
1236	0.02928	0.01274	0.00019	0.08028
1237	0.02928	0.01274	0.00019	0.08028
1238	0.02928	0.01274	0.00019	0.08028
1239	0.02861	0.01127	0.00019	0.08028
1240	0.02844	0.01127	0.00019	0.08028
1241	0.02851	0.01127	0.00019	0.08028
1242	0	0	0	0
1243	0.02864	0.01127	0.00019	0.08028
1244	0.02844	0.01127	0.00019	0.08028
1245	0.02844	0.01127	0.00019	0.08028
1246	0.02838	0.01127	0.00019	0.08028
1247	0	0	0	0
1248	0	0	0	0
1249	0	0	0	0
1250	0	0	0	0
1251	0.0285	0.01127	0.00019	0.08028
1252	0.02853	0.01127	0.00019	0.08028
1253	0.02849	0.01127	0.00019	0.08028
1254	0.02854	0.01127	0.00019	0.08028
1255	0.02858	0.01127	0.00019	0.08028
1256	0.02868	0.01127	0.00019	0.08028
1257	0.02879	0.01127	0.00019	0.08028
1258	0.02885	0.01127	0.00019	0.08028
1259	0.02892	0.01127	0.00019	0.08028
1260	0	0	0	0
1261	0.02877	0.01127	0.00019	0.08028
1262	0.02883	0.01127	0.00019	0.08028
1263	0.02881	0.01127	0.00019	0.08028
1264	0.02878	0.01127	0.00019	0.08028
1265	0.02878	0.01127	0.00019	0.08028
1266	0.02922	0.01127	0.00019	0.08028
1267	0.02863	0.01127	0.00019	0.08028
1268	0.02861	0.01127	0.00019	0.08028
1269	0.02874	0.01127	0.00019	0.08028
1270	0.02909	0.01189	0.00019	0.08028
1271	0.02914	0.01213	0.00019	0.08028
1272	0.02958	0.01274	0.00019	0.08211
1273	0.0301	0.01487	0.00019	0.08211
1274	0.03122	0.01659	0.00019	0.08507
1275	0.0317	0.01659	0.00019	0.08507
1276	0.03142	0.01659	0.00019	0.08507
1277	0.03358	0.01721	0.00019	0.08567
1278	0.03369	0.01803	0.00019	0.08582
1279	0.03504	0.01866	0.00019	0.08959
1280	0.03457	0.02258	0.00019	0.08731
1281	0.03467	0.0226	0.00019	0.08731
1282	0.03433	0.0226	0.00019	0.08731
1283	0.03442	0.0226	0.00019	0.08731
1284	0.03438	0.0226	0.00019	0.08731
1285	0.03403	0.0226	0.00019	0.08731
1286	0.03434	0.0226	0.00019	0.08731
1287	0.03398	0.0226	0.00019	0.08731
1288	0.03532	0.0226	0.00019	0.09918
1289	0.03634	0.02425	0.00019	0.10069
1290	0.03693	0.02849	0.00019	0.10219
1291	0.0426	0.03297	0.00021	0.1022
1292	0.04419	0.03645	0.00021	0.1022
1293	0.05129	0.04194	0.00021	0.10716
1294	0.05239	0.04476	0.00021	0.10716
1295	0.0605	0.05043	0.00021	0.17764
1296	0.06071	0.05072	0.00024	0.17764
1297	0.06294	0.0532	0.00042	0.22196
1298	0.10939	0.05624	0.00053	1.15448
1299	0.12563	0.05953	0.00211	1.20148
1300	0.13467	0.06186	0.00159	1.29142
1301	0.13149	0.06267	0.00139	1.29142
1302	0.13543	0.06383	0.00186	1.29142
1303	0.13996	0.06383	0.00186	1.29547
1304	0.14245	0.06402	0.00119	1.29547
1305	0.14246	0.0641	0.00119	1.29547
1306	0.14257	0.06427	0.00119	1.29547
1307	0.14263	0.06438	0.00175	1.29547
1308	0.14194	0.06438	0.00126	1.29547
1309	0.14727	0.06497	0.00126	1.29547
1310	0.14721	0.06497	0.00093	1.29547
1311	0.14453	0.06506	0.00103	1.29142
1312	0.14535	0.06511	0.00329	1.29142
1313	0.14801	0.06506	0.00139	1.29547
1314	0.14815	0.06506	0.00235	1.29547
1315	0.148	0.06506	0.00051	1.29547
1316	0.13546	0.06506	0.00084	1.1899
1317	0.12424	0.06506	0.00139	1.03784
1318	0.12433	0.06506	0.00179	1.03784
1319	0.11356	0.06506	0.0031	1.01834
1320	0.10514	0.06506	0.00133	0.85148
1321	0.10435	0.06506	0.00133	0.85148
1322	0.10414	0.06506	0.00071	0.85148
1323	0.10422	0.06506	0.00071	0.85148
1324	0.09883	0.06506	0.00034	0.72352
1325	0.0909	0.06455	0.00034	0.68296
1326	0.08364	0.06449	0.00034	0.61835
1327	0.07731	0.06455	0.00161	0.41391
1328	0.07269	0.06465	0.00161	0.2807
1329	0.06837	0.06449	0.00167	0.24221
1330	0.06444	0.06449	0.00213	0.15915
1331	0.06024	0.06455	0.00145	0.13062
1332	0.05716	0.06455	0.00139	0.11756
1333	0.05683	0.06455	0.00269	0.11472
1334	0.05617	0.06455	0.00269	0.10821
1335	0.05638	0.06455	0.0045	0.10821
1336	0.05606	0.06455	0.00252	0.10815
1337	0.05605	0.06455	0.00252	0.10815
1338	0.05703	0.06465	0.00139	0.10821
1339	0.05727	0.06508	0.00026	0.10821
1340	0.05938	0.06542	0.00183	0.11472
1341	0.05949	0.06552	0.00183	0.11472
1342	0.05768	0.06552	0.00183	0.10815
1343	0.05792	0.06552	0.00183	0.10815
1344	0.05798	0.06558	0.00183	0.10815
1345	0.05821	0.06568	0.00156	0.10815
1346	0.05875	0.0657	0.0015	0.10815
1347	0.05956	0.06601	0.0013	0.10815
1348	0.05923	0.06601	0.0013	0.10716
1349	0.05968	0.06617	0.00152	0.10716
1350	0.05972	0.06617	0.00152	0.10716
1351	0.05957	0.06617	0.00083	0.10716
1352	0.05955	0.06617	0.00083	0.10716
1353	0.05959	0.06617	0.00082	0.10716
1354	0	0	0	0
1355	0.06033	0.06617	0.00137	0.10734
1356	0.05964	0.06617	0.00129	0.1066
1357	0.05964	0.06617	0.00129	0.1066
1358	0.05983	0.06617	0.00183	0.1066
1359	0.05983	0.06617	0.00183	0.1066
1360	0.0599	0.06617	6e-04	0.1066
1361	0	0	0	0
1362	0	0	0	0
1363	0	0	0	0
1364	0	0	0	0
1365	0	0	0	0
1366	0.05989	0.06617	6e-04	0.1066
1367	0.05989	0.06617	6e-04	0.1066
1368	0.05979	0.06617	0.00207	0.10369
1369	0.05972	0.06617	0.00206	0.10369
1370	0	0	0	0
1371	0.05955	0.06617	0.00145	0.10309
1372	0	0	0	0
1373	0.05959	0.06617	0.00145	0.10309
1374	0.05952	0.06617	0.00062	0.10309
1375	0.05965	0.06617	0.00174	0.10309
1376	0.05965	0.06617	0.00174	0.10309
1377	0	0	0	0
1378	0	0	0	0
1379	0	0	0	0
1380	0	0	0	0
1381	0	0	0	0
1382	0.05952	0.06617	0.00061	0.10309
1383	0	0	0	0
1384	0	0	0	0
1385	0.05958	0.06617	0.00163	0.10309
1386	0.05976	0.06617	0.00163	0.10309
1387	0.06152	0.06617	0.00168	0.10249
1388	0.06242	0.06716	0.00168	0.10249
1389	0	0	0	0
1390	0.05981	0.06617	0.00168	0.10249
1391	0.05981	0.06617	0.00168	0.10249
1392	0.05994	0.06617	0.00264	0.10249
1393	0.05985	0.06617	0.00324	0.10249
1394	0.05987	0.06617	0.00427	0.10249
1395	0.05926	0.06617	0.00092	0.10249
1396	0.05926	0.06617	0.00092	0.10249
1397	0.05933	0.06617	0.00414	0.10249
1398	0.05925	0.06617	0.00352	0.10249
1399	0.05907	0.06617	0.00116	0.10249
1400	0	0	0	0
1401	0	0	0	0
1402	0.05911	0.06617	0.00116	0.10249
1403	0.05924	0.06617	0.00137	0.10249
1404	0.05923	0.06617	0.00199	0.10249
1405	0.05923	0.06617	0.00199	0.10249
1406	0.05906	0.06617	0.00199	0.10249
